project_id,quality_at_entry,outcome_success,region,sector,approval_year
P008270,6.0,1.0,Europe and Central Asia,Water,1995.0
P008271,5.0,1.0,Europe and Central Asia,Agriculture and Food,1996.0
P008272,5.0,1.0,Europe and Central Asia,Governance,1995.0
P008273,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1995.0
P008275,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P008276,5.0,1.0,Europe and Central Asia,Energy & Extractives,1999.0
P008277,5.0,1.0,Europe and Central Asia,Water,1995.0
P008278,5.0,1.0,Europe and Central Asia,Governance,1993.0
P008279,5.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1997.0
P008280,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008281,5.0,1.0,Europe and Central Asia,Education,1998.0
P008282,2.0,0.0,Europe and Central Asia,Energy & Extractives,1995.0
P008283,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1996.0
P008284,5.0,1.0,Europe and Central Asia,Water,2000.0
P008286,5.0,1.0,Europe and Central Asia,Water,2003.0
P008287,2.0,0.0,Europe and Central Asia,Energy & Extractives,1997.0
P008288,4.0,1.0,Europe and Central Asia,Water,1995.0
P008290,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1993.0
P008302,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008307,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1991.0
P008308,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1992.0
P008309,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008312,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1993.0
P008314,5.0,1.0,Europe and Central Asia,Energy & Extractives,2003.0
P008315,5.0,1.0,Europe and Central Asia,Transport,1996.0
P008316,5.0,1.0,Europe and Central Asia,Energy & Extractives,1993.0
P008317,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",2000.0
P008318,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1996.0
P008319,5.0,1.0,Europe and Central Asia,Water,1994.0
P008322,5.0,1.0,Europe and Central Asia,Transport,1993.0
P008323,6.0,1.0,Europe and Central Asia,Social Protection & Jobs,1997.0
P008326,5.0,0.0,Europe and Central Asia,Water,1998.0
P008327,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1997.0
P008328,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008329,5.0,0.0,Europe and Central Asia,Transport,1995.0
P008334,2.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1997.0
P008335,5.0,1.0,Europe and Central Asia,Agriculture and Food,1996.0
P008373,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1991.0
P008375,5.0,1.0,Europe and Central Asia,Water,1992.0
P008376,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1994.0
P008377,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P008381,5.0,1.0,Europe and Central Asia,Energy & Extractives,1992.0
P008399,2.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1993.0
P008400,6.0,1.0,Europe and Central Asia,Energy & Extractives,1994.0
P008401,2.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1995.0
P008402,6.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1995.0
P008403,5.0,1.0,Europe and Central Asia,Agriculture and Food,1996.0
P008406,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P008407,6.0,1.0,Europe and Central Asia,Transport,1995.0
P008408,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1994.0
P008409,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P008410,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P008413,5.0,1.0,Europe and Central Asia,Governance,1995.0
P008414,2.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1996.0
P008415,4.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1997.0
P008416,4.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1999.0
P008417,3.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1995.0
P008465,5.0,1.0,Europe and Central Asia,Transport,1993.0
P008479,5.0,1.0,Europe and Central Asia,Energy & Extractives,1994.0
P008482,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1993.0
P008484,2.0,0.0,Europe and Central Asia,"Health, Nutrition & Population",1993.0
P008485,5.0,1.0,Europe and Central Asia,Education,1998.0
P008494,5.0,1.0,Europe and Central Asia,Transport,1995.0
P008495,2.0,0.0,Europe and Central Asia,Governance,1993.0
P008496,5.0,1.0,Europe and Central Asia,Governance,1994.0
P008497,5.0,1.0,Europe and Central Asia,Water,2000.0
P008498,6.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1997.0
P008499,4.0,1.0,Europe and Central Asia,Transport,1999.0
P008500,5.0,1.0,Europe and Central Asia,Water,1999.0
P008501,5.0,1.0,Europe and Central Asia,Energy & Extractives,1994.0
P008502,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P008503,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1998.0
P008504,6.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1994.0
P008506,5.0,0.0,Europe and Central Asia,Social Protection & Jobs,1995.0
P008507,5.0,1.0,Europe and Central Asia,Energy & Extractives,1997.0
P008508,5.0,1.0,Europe and Central Asia,Energy & Extractives,1995.0
P008509,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1994.0
P008510,5.0,1.0,Europe and Central Asia,Water,1996.0
P008511,2.0,1.0,Europe and Central Asia,Transport,1994.0
P008512,2.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1993.0
P008513,2.0,0.0,Europe and Central Asia,Agriculture and Food,1996.0
P008514,6.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1994.0
P008515,5.0,0.0,Europe and Central Asia,Social Protection & Jobs,1995.0
P008516,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1995.0
P008518,5.0,1.0,Europe and Central Asia,Transport,1994.0
P008519,5.0,0.0,Europe and Central Asia,Energy & Extractives,1996.0
P008520,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1997.0
P008521,5.0,1.0,Europe and Central Asia,Governance,1997.0
P008523,6.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1996.0
P008524,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1995.0
P008525,2.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1993.0
P008526,5.0,1.0,Europe and Central Asia,Energy & Extractives,1995.0
P008527,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008529,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1995.0
P008532,6.0,1.0,Europe and Central Asia,Transport,1997.0
P008533,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P008534,2.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1993.0
P008536,6.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1995.0
P008537,5.0,1.0,Europe and Central Asia,Energy & Extractives,1994.0
P008538,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1996.0
P008539,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,1997.0
P008551,5.0,1.0,Europe and Central Asia,Transport,1997.0
P008553,5.0,1.0,Europe and Central Asia,Water,1995.0
P008555,5.0,1.0,Europe and Central Asia,Energy & Extractives,1996.0
P008556,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1996.0
P008557,5.0,1.0,Europe and Central Asia,Governance,1994.0
P008558,5.0,1.0,Europe and Central Asia,Education,1997.0
P008561,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1996.0
P008562,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1992.0
P008563,5.0,1.0,Europe and Central Asia,Energy & Extractives,1995.0
P008568,5.0,0.0,Europe and Central Asia,Energy & Extractives,1990.0
P008569,5.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1990.0
P008571,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1991.0
P008574,5.0,1.0,Europe and Central Asia,Transport,1991.0
P008576,6.0,1.0,Europe and Central Asia,Energy & Extractives,1991.0
P008582,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,1991.0
P008585,6.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1991.0
P008587,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1992.0
P008589,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1993.0
P008590,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1992.0
P008593,5.0,1.0,Europe and Central Asia,Transport,1998.0
P008595,5.0,1.0,Europe and Central Asia,Water,1996.0
P008599,5.0,1.0,Europe and Central Asia,Transport,1993.0
P008604,2.0,1.0,Europe and Central Asia,Energy & Extractives,1996.0
P008610,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1994.0
P008614,5.0,1.0,Europe and Central Asia,Energy & Extractives,1995.0
P008615,3.0,0.0,Europe and Central Asia,Transport,2001.0
P008616,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1999.0
P008689,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P008759,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1992.0
P008771,5.0,1.0,Europe and Central Asia,Transport,1993.0
P008773,2.0,0.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1996.0
P008774,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1994.0
P008776,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,1995.0
P008777,5.0,1.0,Europe and Central Asia,Energy & Extractives,1994.0
P008778,5.0,1.0,Europe and Central Asia,Water,1997.0
P008779,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1992.0
P008783,3.0,1.0,Europe and Central Asia,Social Protection & Jobs,2001.0
P008784,5.0,1.0,Europe and Central Asia,Education,1994.0
P008788,5.0,1.0,Europe and Central Asia,Transport,1998.0
P008791,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",2005.0
P008793,5.0,1.0,Europe and Central Asia,Education,1997.0
P008794,5.0,1.0,Europe and Central Asia,Energy & Extractives,1996.0
P008795,5.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1997.0
P008797,5.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",2000.0
P008799,2.0,0.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1996.0
P008800,6.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1996.0
P008801,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1996.0
P008803,5.0,0.0,Europe and Central Asia,Energy & Extractives,1995.0
P008805,5.0,0.0,Europe and Central Asia,Energy & Extractives,1994.0
P008806,5.0,1.0,Europe and Central Asia,Transport,1995.0
P008808,2.0,0.0,Europe and Central Asia,Transport,1994.0
P008809,5.0,0.0,Europe and Central Asia,Energy & Extractives,1993.0
P008810,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1993.0
P008811,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1994.0
P008814,3.0,0.0,Europe and Central Asia,"Health, Nutrition & Population",1997.0
P008816,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1993.0
P008821,3.0,0.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P008822,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,1993.0
P008823,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P008825,5.0,1.0,Europe and Central Asia,Education,1997.0
P008826,5.0,1.0,Europe and Central Asia,Education,1995.0
P008827,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1995.0
P008828,5.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1994.0
P008831,2.0,0.0,Europe and Central Asia,Governance,1996.0
P008832,2.0,1.0,Europe and Central Asia,Water,2001.0
P008837,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1996.0
P008838,5.0,0.0,Europe and Central Asia,Trade & Competitiveness,1995.0
P008839,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1994.0
P008842,5.0,1.0,Europe and Central Asia,Agriculture and Food,1994.0
P008843,6.0,1.0,Europe and Central Asia,Transport,1994.0
P008848,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1994.0
P008853,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1996.0
P008860,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,2002.0
P008863,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1997.0
P008867,2.0,0.0,Europe and Central Asia,Water,1997.0
P008869,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1993.0
P008871,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1994.0
P008974,2.0,1.0,Europe and Central Asia,Agriculture and Food,1990.0
P008985,5.0,1.0,Europe and Central Asia,Water,1998.0
P009023,5.0,1.0,Europe and Central Asia,Agriculture and Food,1993.0
P009029,2.0,1.0,Europe and Central Asia,Education,1990.0
P009030,2.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1989.0
P009044,5.0,1.0,Europe and Central Asia,Agriculture and Food,1992.0
P009058,5.0,1.0,Europe and Central Asia,Governance,1991.0
P009061,5.0,1.0,Europe and Central Asia,Water,1990.0
P009064,5.0,1.0,Europe and Central Asia,Social Protection & Jobs,1993.0
P009065,5.0,1.0,Europe and Central Asia,Water,1993.0
P009071,5.0,1.0,Europe and Central Asia,Energy & Extractives,1991.0
P009072,2.0,1.0,Europe and Central Asia,Water,1998.0
P009073,5.0,1.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1999.0
P009076,2.0,0.0,Europe and Central Asia,"Health, Nutrition & Population",1995.0
P009089,2.0,0.0,Europe and Central Asia,Education,1998.0
P009093,5.0,1.0,Europe and Central Asia,Water,1995.0
P009097,5.0,1.0,Europe and Central Asia,Governance,1992.0
P009099,5.0,1.0,Europe and Central Asia,"Urban, Resilience and Land",1993.0
P009102,2.0,0.0,Europe and Central Asia,"Finance, Competitiveness and Innovation",1994.0
P009103,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1993.0
P009106,2.0,1.0,Europe and Central Asia,Governance,1993.0
P009108,5.0,1.0,Europe and Central Asia,"Macroeconomics, Trade and Investment",1995.0
P009117,2.0,0.0,Europe and Central Asia,Agriculture and Food,1995.0
P009121,3.0,1.0,Europe and Central Asia,Water,1998.0
P009122,2.0,1.0,Europe and Central Asia,Agriculture and Food,1995.0
P009123,5.0,1.0,Europe and Central Asia,Governance,1994.0
P009125,2.0,1.0,Europe and Central Asia,"Health, Nutrition & Population",1999.0
P009127,3.0,0.0,Europe and Central Asia,Water,2003.0
P009131,2.0,0.0,Europe and Central Asia,Governance,1999.0
P009399,5.0,1.0,South Asia,,
P009454,5.0,1.0,South Asia,"Finance, Competitiveness and Innovation",1992.0
P009465,5.0,1.0,South Asia,Transport,1994.0
P009467,2.0,0.0,South Asia,"Urban, Resilience and Land",1988.0
P009468,3.0,1.0,South Asia,"Urban, Resilience and Land",2000.0
P009470,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1992.0
P009482,2.0,0.0,South Asia,Water,1997.0
P009484,2.0,0.0,South Asia,Agriculture and Food,1996.0
P009496,5.0,0.0,South Asia,"Health, Nutrition & Population",1995.0
P009506,2.0,0.0,South Asia,Energy & Extractives,1989.0
P009509,6.0,1.0,South Asia,Transport,1994.0
P009518,5.0,1.0,South Asia,Transport,1997.0
P009524,2.0,0.0,South Asia,Transport,1999.0
P009529,5.0,1.0,South Asia,"Health, Nutrition & Population",1991.0
P009533,2.0,0.0,South Asia,Energy & Extractives,1995.0
P009540,5.0,1.0,South Asia,Transport,1991.0
P009542,5.0,1.0,South Asia,Energy & Extractives,1990.0
P009545,5.0,1.0,South Asia,Water,1996.0
P009549,5.0,1.0,South Asia,"Urban, Resilience and Land",1996.0
P009550,2.0,1.0,South Asia,Education,1998.0
P009553,5.0,0.0,South Asia,"Finance, Competitiveness and Innovation",1994.0
P009555,6.0,1.0,South Asia,Education,1993.0
P009559,2.0,1.0,South Asia,"Macroeconomics, Trade and Investment",1992.0
P009560,5.0,1.0,South Asia,Education,1996.0
P009568,5.0,1.0,South Asia,"Urban, Resilience and Land",1992.0
P009572,5.0,1.0,South Asia,Education,1988.0
P009574,5.0,1.0,South Asia,Education,1998.0
P009582,2.0,0.0,South Asia,"Environment, Natural Resources & the Blue Economy",1994.0
P009855,2.0,1.0,South Asia,Transport,1987.0
P009860,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1990.0
P009869,2.0,1.0,South Asia,Energy & Extractives,1989.0
P009870,5.0,1.0,South Asia,Transport,1994.0
P009872,5.0,1.0,South Asia,"Urban, Resilience and Land",1988.0
P009877,4.0,1.0,South Asia,Water,1991.0
P009882,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1990.0
P009888,2.0,1.0,South Asia,Energy & Extractives,1992.0
P009890,5.0,1.0,South Asia,Water,1990.0
P009906,2.0,0.0,South Asia,"Environment, Natural Resources & the Blue Economy",1991.0
P009907,6.0,1.0,South Asia,"Macroeconomics, Trade and Investment",1993.0
P009921,2.0,0.0,South Asia,"Urban, Resilience and Land",1992.0
P009932,6.0,1.0,South Asia,"Health, Nutrition & Population",1990.0
P009940,5.0,1.0,South Asia,"Health, Nutrition & Population",1990.0
P009941,2.0,0.0,South Asia,Energy & Extractives,1989.0
P009946,2.0,1.0,South Asia,Transport,1992.0
P009955,5.0,1.0,South Asia,Education,1993.0
P009958,5.0,1.0,South Asia,Agriculture and Food,1991.0
P009959,5.0,1.0,South Asia,Agriculture and Food,1993.0
P009961,5.0,1.0,South Asia,Agriculture and Food,1993.0
P009963,5.0,1.0,South Asia,"Health, Nutrition & Population",1992.0
P009964,2.0,1.0,South Asia,"Urban, Resilience and Land",1994.0
P009965,2.0,0.0,South Asia,Water,1990.0
P009972,4.0,1.0,South Asia,Transport,2000.0
P009973,2.0,0.0,South Asia,Transport,1989.0
P009977,2.0,0.0,South Asia,"Health, Nutrition & Population",1993.0
P009979,2.0,0.0,South Asia,Energy & Extractives,1998.0
P009982,2.0,1.0,South Asia,Energy & Extractives,1990.0
P009987,2.0,1.0,South Asia,Social Protection & Jobs,1993.0
P009988,5.0,1.0,South Asia,Education,1991.0
P009989,5.0,1.0,South Asia,Education,1990.0
P009990,2.0,1.0,South Asia,Education,1989.0
P009995,5.0,1.0,South Asia,Transport,1997.0
P010001,2.0,0.0,Europe and Central Asia,"Urban, Resilience and Land",1996.0
P010305,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1988.0
P010310,5.0,0.0,South Asia,Water,1988.0
P010313,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,1988.0
P010325,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1989.0
P010330,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1989.0
P010333,5.0,1.0,South Asia,Education,1989.0
P010346,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,1990.0
P010348,5.0,1.0,South Asia,Water,1990.0
P010352,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,1990.0
P010360,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,1991.0
P010361,5.0,0.0,South Asia,"Health, Nutrition & Population",1991.0
P010363,5.0,1.0,South Asia,Transport,1991.0
P010366,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1991.0
P010367,6.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation",1991.0
P010369,5.0,0.0,South Asia,Water,1991.0
P010370,1.0,0.0,South Asia,Water,1991.0
P010371,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",1991.0
P010373,5.0,1.0,South Asia,Transport,1991.0
P010375,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,1991.0
P010378,2.0,0.0,South Asia,Water,1991.0
P010381,2.0,1.0,South Asia,Energy & Extractives,1991.0
P010385,2.0,0.0,South Asia,Energy & Extractives,1992.0
P010386,5.0,1.0,South Asia,Energy & Extractives,1992.0
P010389,6.0,1.0,South Asia,"Macroeconomics, Trade and Investment",1992.0
P010390,2.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1992.0
P010391,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1992.0
P010392,5.0,1.0,South Asia,Energy & Extractives,1992.0
P010393,5.0,1.0,South Asia,"Health, Nutrition & Population",1992.0
P010394,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,1992.0
P010395,5.0,1.0,South Asia,Education,1992.0
P010396,5.0,1.0,South Asia,Transport,1992.0
P010398,2.0,0.0,South Asia,Agriculture and Food,1992.0
P010399,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",1992.0
P010400,5.0,0.0,South Asia,Energy & Extractives,1992.0
P010401,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,1992.0
P010405,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1993.0
P010406,6.0,1.0,South Asia,Water,1993.0
P010407,2.0,1.0,South Asia,Agriculture and Food,1993.0
P010408,2.0,1.0,South Asia,Transport,1993.0
P010409,5.0,1.0,South Asia,Water,1993.0
P010410,5.0,1.0,South Asia,Energy & Extractives,1993.0
P010411,5.0,0.0,South Asia,Energy & Extractives,1993.0
P010414,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",1993.0
P010415,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation",1993.0
P010416,5.0,1.0,South Asia,Energy & Extractives,1993.0
P010417,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,1993.0
P010418,5.0,1.0,South Asia,Water,1993.0
P010419,2.0,0.0,South Asia,"Finance, Competitiveness and Innovation",1993.0
P010420,2.0,0.0,South Asia,Transport,1993.0
P010421,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",1993.0
P010422,2.0,0.0,South Asia,Energy & Extractives,1993.0
P010423,5.0,1.0,South Asia,Energy & Extractives,1993.0
P010424,5.0,1.0,South Asia,"Health, Nutrition & Population",1993.0
P010447,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance,1994.0
P010448,5.0,1.0,South Asia,"Urban, Resilience and Land",1994.0
P010449,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1994.0
P010450,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,1995.0
P010452,1.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1994.0
P010453,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",1994.0
P010454,5.0,1.0,South Asia,Education,1994.0
P010455,5.0,1.0,South Asia,"Health, Nutrition & Population",1994.0
P010456,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,1994.0
P010457,5.0,1.0,South Asia,"Health, Nutrition & Population",1994.0
P010458,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives,1994.0
P010460,5.0,1.0,South Asia,"Health, Nutrition & Population",1994.0
P010461,2.0,1.0,South Asia,Water,1995.0
P010463,2.0,0.0,South Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P010464,5.0,1.0,South Asia,Education,1995.0
P010467,2.0,0.0,South Asia,"Urban, Resilience and Land",1995.0
P010470,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation",1995.0
P010473,5.0,1.0,South Asia,"Health, Nutrition & Population",1997.0
P010475,5.0,1.0,South Asia,Transport,1994.0
P010476,5.0,1.0,South Asia,Agriculture and Food,1995.0
P010478,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1996.0
P010480,2.0,1.0,South Asia,Water,1996.0
P010481,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy",1995.0
P010482,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1996.0
P010484,5.0,1.0,South Asia,Water,1996.0
P010485,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1996.0
P010486,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Education,1995.0
P010489,5.0,1.0,South Asia,"Health, Nutrition & Population",1995.0
P010492,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",1995.0
P010496,4.0,1.0,South Asia,"Health, Nutrition & Population",1998.0
P010498,6.0,1.0,South Asia,Energy & Extractives,1997.0
P010500,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1998.0
P010501,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Water,1997.0
P010503,5.0,1.0,South Asia,"Urban, Resilience and Land",1995.0
P010505,2.0,1.0,South Asia,"Urban, Resilience and Land",2000.0
P010506,5.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P010509,3.0,0.0,South Asia,Transport,1998.0
P010511,5.0,1.0,South Asia,"Health, Nutrition & Population",1997.0
P010513,2.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1997.0
P010516,6.0,1.0,South Asia,Water,1997.0
P010517,2.0,0.0,South Asia,"Finance, Competitiveness and Innovation",1996.0
P010522,5.0,1.0,South Asia,"Urban, Resilience and Land",1995.0
P010525,5.0,1.0,South Asia,Education,1998.0
P010526,2.0,1.0,South Asia,"Health, Nutrition & Population",1997.0
P010530,2.0,0.0,South Asia,Water,1998.0
P010531,5.0,0.0,South Asia,"Health, Nutrition & Population",1997.0
P010556,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2004.0
P010561,5.0,1.0,South Asia,Agriculture and Food,1998.0
P010563,2.0,0.0,South Asia,"Finance, Competitiveness and Innovation",1995.0
P010566,5.0,1.0,South Asia,Transport,2001.0
P031829,2.0,1.0,South Asia,"Environment, Natural Resources & the Blue Economy",1995.0
P033965,5.0,1.0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy",1998.0
P034004,2.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population",1995.0
P034035,2.0,0.0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance,1996.0
P034037,5.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land",1997.0
P034038,4.0,1.0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport,2002.0
P034080,5.0,0.0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy",1994.0
P034081,6.0,1.0,East Asia and Pacific,"Urban, Resilience and Land",1997.0
