project_id,quality_at_entry,outcome_success,region,sector
P049531,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P049537,6,1,South Asia,Energy & Extractives
P049543,4,1,Eastern and Southern Africa,Transport
P049581,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P049582,2,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P049587,4,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P049599,5,1,Eastern and Southern Africa,Social Protection & Jobs
P049616,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P049618,5,1,Eastern and Southern Africa,Water
P049621,2,1,Europe and Central Asia,Water
P049665,4,1,East Asia and Pacific,Agriculture and Food
P049690,2,0,Western and Central Africa,Governance
P049691,2,1,Western and Central Africa,"Urban, Resilience and Land"
P049700,6,1,East Asia and Pacific,Agriculture and Food
P049702,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P049706,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P049708,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P049716,2,0,Western and Central Africa,Governance
P049718,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P049719,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P049721,3,0,Europe and Central Asia,Agriculture and Food
P049723,5,1,Europe and Central Asia,Water
P049724,3,1,Europe and Central Asia,Agriculture and Food
P049770,5,1,South Asia,Energy & Extractives
P049789,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P049790,5,1,South Asia,"Finance, Competitiveness and Innovation"
P049791,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P049838,3,0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P049878,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P049892,4,1,Europe and Central Asia,Social Protection & Jobs
P049894,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P049895,5,1,Latin America and Caribbean,Education
P049924,4,1,Latin America and Caribbean,Water
P050036,5,1,East Asia and Pacific,Transport
P050046,3,0,Western and Central Africa,Education
P050140,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P050272,4,1,Eastern and Southern Africa,Trade & Competitiveness
P050294,2,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P050342,4,1,Eastern and Southern Africa,Social Protection & Jobs
P050354,5,1,Eastern and Southern Africa,Governance
P050383,3,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P050400,2,1,Eastern and Southern Africa,Governance
P050418,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P050429,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P050432,5,1,Europe and Central Asia,Social Protection & Jobs
P050438,4,1,Eastern and Southern Africa,Governance
P050439,5,1,Eastern and Southern Africa,Energy & Extractives
P050440,3,0,Eastern and Southern Africa,Governance
P050441,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P050474,5,1,Europe and Central Asia,Education
P050483,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P050484,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P050486,5,1,Europe and Central Asia,Energy & Extractives
P050487,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P050489,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P050491,2,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P050495,3,0,Latin America and Caribbean,"Health, Nutrition & Population"
P050508,5,1,Europe and Central Asia,Transport
P050529,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P050530,2,1,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P050540,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P050544,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P050567,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P050576,2,1,Latin America and Caribbean,Social Protection & Jobs
P050578,5,1,Latin America and Caribbean,Education
P050589,2,1,Europe and Central Asia,Transport
P050595,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P050601,5,1,East Asia and Pacific,Social Protection & Jobs
P050608,5,1,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P050612,6,1,Latin America and Caribbean,Education
P050613,5,1,Latin America and Caribbean,Education
P050615,1,0,Western and Central Africa,Governance
P050616,6,1,Western and Central Africa,Water
P050619,5,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P050620,3,0,Western and Central Africa,Education
P050623,5,1,Western and Central Africa,Transport
P050624,5,1,Western and Central Africa,"Urban, Resilience and Land"
P050637,5,1,South Asia,"Urban, Resilience and Land"
P050638,6,1,South Asia,Education
P050646,4,1,South Asia,Water
P050647,3,1,South Asia,Agriculture and Food
P050649,4,1,South Asia,Transport
P050651,5,1,South Asia,"Health, Nutrition & Population"
P050653,3,1,South Asia,Water
P050655,4,1,South Asia,"Health, Nutrition & Population"
P050657,4,1,South Asia,"Health, Nutrition & Population"
P050658,4,1,South Asia,Education
P050660,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P050667,4,1,South Asia,Education
P050668,3,1,South Asia,Transport
P050671,4,1,South Asia,Transport
P050706,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P050713,2,1,Latin America and Caribbean,Governance
P050714,5,1,Latin America and Caribbean,Education
P050716,3,1,Latin America and Caribbean,"Health, Nutrition & Population"
P050717,6,1,Latin America and Caribbean,Social Protection & Jobs
P050719,5,1,Europe and Central Asia,Transport
P050732,3,1,Western and Central Africa,"Urban, Resilience and Land"
P050738,4,0,South Asia,"Urban, Resilience and Land"
P050740,3,0,South Asia,"Health, Nutrition & Population"
P050741,4,1,South Asia,Education
P050745,4,1,South Asia,Water
P050751,2,0,South Asia,"Health, Nutrition & Population"
P050752,4,0,South Asia,Education
P050761,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P050762,5,1,Latin America and Caribbean,Education
P050763,5,1,Latin America and Caribbean,Education
P050772,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P050780,5,1,Europe and Central Asia,Social Protection & Jobs
P050875,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P050880,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P050881,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P050886,5,1,Western and Central Africa,Water
P050891,3,1,Europe and Central Asia,Energy & Extractives
P050892,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P050910,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P050911,5,0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P050938,3,1,Eastern and Southern Africa,Governance
P050945,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P050956,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P051026,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P051034,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P051059,4,1,Western and Central Africa,Energy & Extractives
P051124,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P051151,5,1,Europe and Central Asia,Social Protection & Jobs
P051171,5,1,Europe and Central Asia,Governance
P051173,4,1,Europe and Central Asia,Social Protection & Jobs
P051174,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P051272,3,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P051273,2,0,Europe and Central Asia,"Health, Nutrition & Population"
P051306,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P051309,4,1,Europe and Central Asia,Social Protection & Jobs
P051310,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P051357,5,0,Western and Central Africa,Energy & Extractives
P051370,4,1,Europe and Central Asia,"Health, Nutrition & Population"
P051372,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P051386,5,1,East Asia and Pacific,Social Protection & Jobs
P051418,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P051553,4,1,East Asia and Pacific,Water
P051564,5,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P051602,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P051609,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P051610,5,1,Western and Central Africa,Agriculture and Food
P051693,6,1,Latin America and Caribbean,Governance
P051694,4,0,Latin America and Caribbean,Governance
P051695,5,0,Latin America and Caribbean,Governance
P051696,5,1,Latin America and Caribbean,Transport
P051701,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P051705,5,1,East Asia and Pacific,Transport
P051736,4,1,East Asia and Pacific,Energy & Extractives
P051741,4,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P051838,6,1,East Asia and Pacific,Education
P051855,2,1,East Asia and Pacific,Governance
P051856,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P051859,5,1,East Asia and Pacific,Water
P051888,5,1,East Asia and Pacific,Water
P051922,3,1,Eastern and Southern Africa,Agriculture and Food
P051931,2,1,Eastern and Southern Africa,Social Protection & Jobs
P052021,3,1,Latin America and Caribbean,Education
P052037,3,1,East Asia and Pacific,Water
P052080,2,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P052153,2,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P052154,1,0,Europe and Central Asia,"Health, Nutrition & Population"
P052186,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P052202,5,1,Western and Central Africa,Governance
P052208,5,1,Eastern and Southern Africa,Transport
P052209,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P052240,5,1,Eastern and Southern Africa,Water
P052247,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P052256,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P052263,2,0,Western and Central Africa,Social Protection & Jobs
P052293,6,1,East Asia and Pacific,Transport
P052297,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P052315,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P052367,2,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P052368,2,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P052400,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P052402,3,0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P052590,5,1,Latin America and Caribbean,Transport
P052608,4,0,Latin America and Caribbean,Education
P052705,3,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P052736,5,1,Latin America and Caribbean,Transport
P052887,5,0,Eastern and Southern Africa,"Health, Nutrition & Population"
P053200,5,0,Eastern and Southern Africa,"Health, Nutrition & Population"
P053243,5,1,Latin America and Caribbean,Agriculture and Food
P053255,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P053349,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P053357,5,1,Europe and Central Asia,Social Protection & Jobs
P053386,5,1,Europe and Central Asia,Transport
P053575,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P053578,3,0,South Asia,"Urban, Resilience and Land"
P053615,2,0,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P053616,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P053796,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P053830,3,0,Europe and Central Asia,"Urban, Resilience and Land"
P053832,1,0,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P053834,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P053892,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Health, Nutrition & Population"
P053985,5,0,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P054051,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P054119,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P054120,5,1,Latin America and Caribbean,"Health, Nutrition & Population"
P054125,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P054217,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P054221,3,1,Latin America and Caribbean,Water
P054238,4,1,East Asia and Pacific,Transport
P054384,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P054443,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P054462,4,0,Latin America and Caribbean,"Urban, Resilience and Land"
P054667,2,0,Latin America and Caribbean,Transport
P054736,5,1,Europe and Central Asia,Agriculture and Food
P054786,4,1,Western and Central Africa,Transport
P054799,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P054801,5,0,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P054884,4,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P054886,5,1,Europe and Central Asia,Energy & Extractives
P054937,3,1,Latin America and Caribbean,Education
P054939,5,1,Latin America and Caribbean,Social Protection & Jobs
P054958,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P054966,2,0,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P055003,2,0,Western and Central Africa,"Health, Nutrition & Population"
P055021,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P055022,5,1,Europe and Central Asia,Water
P055061,5,1,Latin America and Caribbean,"Health, Nutrition & Population"
P055068,4,0,Europe and Central Asia,Water
P055073,2,0,Western and Central Africa,Education
P055084,3,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P055085,3,0,Latin America and Caribbean,Transport
P055120,3,1,Africa,Transport
P055122,4,0,Western and Central Africa,"Health, Nutrition & Population"
P055131,5,1,Europe and Central Asia,Governance
P055133,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P055137,5,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P055155,2,0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P055156,5,0,Europe and Central Asia,Social Protection & Jobs
P055157,3,1,Europe and Central Asia,"Health, Nutrition & Population"
P055158,2,0,Europe and Central Asia,Education
P055159,2,0,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P055160,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P055166,5,1,Eastern and Southern Africa,Social Protection & Jobs
P055173,4,1,Europe and Central Asia,Education
P055186,5,0,Western and Central Africa,Governance
P055230,5,1,Latin America and Caribbean,Transport
P055232,3,0,Latin America and Caribbean,Education
P055292,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P055304,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P055383,4,1,Europe and Central Asia,Social Protection & Jobs
P055432,5,1,Europe and Central Asia,Governance
P055434,4,1,Europe and Central Asia,Agriculture and Food
P055446,2,0,East Asia and Pacific,"Urban, Resilience and Land"
P055454,5,1,South Asia,Water
P055455,5,1,South Asia,Education
P055456,4,1,South Asia,Transport
P055459,5,1,South Asia,Education
P055461,5,1,Latin America and Caribbean,Governance
P055467,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P055468,5,1,Western and Central Africa,Education
P055471,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P055472,2,0,Western and Central Africa,Transport
P055477,5,1,Latin America and Caribbean,Energy & Extractives
P055481,5,1,Latin America and Caribbean,Education
P055482,5,1,Latin America and Caribbean,"Health, Nutrition & Population"
P055483,4,1,Latin America and Caribbean,Social Protection & Jobs
P055490,5,1,South Asia,"Macroeconomics, Trade and Investment"
P055495,5,1,Europe and Central Asia,Social Protection & Jobs
P055571,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P055573,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P055585,6,1,Europe and Central Asia,Governance
P055684,2,0,Western and Central Africa,Education
P055739,5,1,Europe and Central Asia,Energy & Extractives
P055755,2,0,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P055814,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P055815,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P055821,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P055823,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P055844,3,1,Latin America and Caribbean,Governance
P055853,4,1,Latin America and Caribbean,Transport
P055935,5,1,Latin America and Caribbean,Water
P055944,5,1,South Asia,Education
P055954,5,1,Latin America and Caribbean,Transport
P055974,5,1,Latin America and Caribbean,Transport
P055988,2,1,Europe and Central Asia,"Urban, Resilience and Land"
P055989,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P055991,3,1,Latin America and Caribbean,Agriculture and Food
P055992,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P056018,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P056074,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P056087,2,0,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P056192,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P056199,5,1,East Asia and Pacific,Transport
P056200,4,1,East Asia and Pacific,Transport
P056201,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P056213,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P056230,5,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P056235,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P056236,3,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P056256,3,0,Western and Central Africa,Water
P056269,5,1,East Asia and Pacific,Social Protection & Jobs
P056337,5,1,Europe and Central Asia,Energy & Extractives
P056376,5,1,Eastern and Southern Africa,Governance
P056390,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P056393,2,1,Eastern and Southern Africa,Social Protection & Jobs
P056416,5,1,Eastern and Southern Africa,Education
P056418,4,1,Eastern and Southern Africa,Water
P056419,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P056424,5,1,East Asia and Pacific,Energy & Extractives
P056487,5,1,Eastern and Southern Africa,Energy & Extractives
P056491,6,1,East Asia and Pacific,"Urban, Resilience and Land"
P056514,3,1,Europe and Central Asia,Transport
P056516,6,1,East Asia and Pacific,Water
P056521,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P056522,5,1,East Asia and Pacific,Governance
P056524,5,0,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P056595,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P056596,5,1,East Asia and Pacific,Transport
P056796,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P056891,4,1,Europe and Central Asia,Agriculture and Food
P056978,2,1,"Middle East, North Africa, Afghanistan, and Pakistan",Agriculture and Food
P057007,2,1,Eastern and Southern Africa,Transport
P057030,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P057167,3,0,Eastern and Southern Africa,Education
P057182,5,0,Europe and Central Asia,Governance
P057187,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P057188,5,1,Western and Central Africa,Education
P057234,3,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P057271,5,1,Latin America and Caribbean,Water
P057272,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P057293,3,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P057294,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P057295,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P057296,5,1,Eastern and Southern Africa,Transport
P057345,5,1,Western and Central Africa,"Urban, Resilience and Land"
P057350,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P057352,5,1,East Asia and Pacific,Water
P057369,3,1,Latin America and Caribbean,Governance
P057378,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P057394,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P057396,5,0,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P057416,5,0,Latin America and Caribbean,"Urban, Resilience and Land"
P057449,3,0,Latin America and Caribbean,Governance
P057473,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P057481,3,1,Latin America and Caribbean,Transport
P057530,5,1,Latin America and Caribbean,Agriculture and Food
P057531,5,1,Latin America and Caribbean,Education
P057538,6,1,Latin America and Caribbean,Transport
P057560,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P057570,3,1,South Asia,"Urban, Resilience and Land"
P057578,6,1,East Asia and Pacific,Energy & Extractives
P057598,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P057601,5,0,Latin America and Caribbean,Governance
P057602,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P057649,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P057653,3,0,Latin America and Caribbean,Education
P057665,6,1,Latin America and Caribbean,"Health, Nutrition & Population"
P057692,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P057731,3,0,East Asia and Pacific,Transport
P057761,3,1,Eastern and Southern Africa,Energy & Extractives
P057767,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P057770,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P057813,2,0,Europe and Central Asia,Governance
P057815,4,1,Europe and Central Asia,Governance
P057818,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P057833,4,1,South Asia,"Urban, Resilience and Land"
P057838,4,1,Europe and Central Asia,Governance
P057847,4,1,Europe and Central Asia,Agriculture and Food
P057857,2,0,Latin America and Caribbean,Education
P057859,2,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P057875,5,1,Western and Central Africa,Energy & Extractives
P057880,5,1,Europe and Central Asia,Energy & Extractives
P057883,3,0,Europe and Central Asia,Water
P057910,5,1,Latin America and Caribbean,Governance
P057915,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P057925,6,1,Europe and Central Asia,Agriculture and Food
P057926,5,1,Europe and Central Asia,Agriculture and Food
P057927,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P057929,4,0,Eastern and Southern Africa,Energy & Extractives
P057933,2,1,East Asia and Pacific,Water
P057950,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P057951,5,1,Europe and Central Asia,Water
P057952,5,1,Europe and Central Asia,Social Protection & Jobs
P057953,5,1,Europe and Central Asia,Education
P057957,5,1,Europe and Central Asia,Energy & Extractives
P057959,2,0,Europe and Central Asia,Education
P057960,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P057995,3,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P057996,5,1,Western and Central Africa,"Urban, Resilience and Land"
P057998,5,1,Western and Central Africa,Governance
P058015,2,0,Europe and Central Asia,"Urban, Resilience and Land"
P058031,5,1,East Asia and Pacific,Social Protection & Jobs
P058038,5,1,Eastern and Southern Africa,Agriculture and Food
P058050,2,0,Eastern and Southern Africa,Social Protection & Jobs
P058056,5,1,Europe and Central Asia,Social Protection & Jobs
P058067,4,1,South Asia,Water
P058070,4,0,South Asia,"Urban, Resilience and Land"
P058128,6,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P058129,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P058202,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P058282,5,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P058284,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P058308,5,1,East Asia and Pacific,Social Protection & Jobs
P058356,2,0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P058358,4,0,East Asia and Pacific,"Health, Nutrition & Population"
P058468,5,1,South Asia,Agriculture and Food
P058476,6,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P058503,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P058512,5,1,Europe and Central Asia,Education
P058520,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P058521,6,1,Europe and Central Asia,Energy & Extractives
P058536,5,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P058544,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P058587,5,1,Europe and Central Asia,Governance
P058627,5,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P058681,5,1,East Asia and Pacific,Education
P058683,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P058684,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P058706,3,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P058724,2,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P058730,2,0,Western and Central Africa,Agriculture and Food
P058770,5,1,Western and Central Africa,Education
P058841,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P058842,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P058843,5,1,East Asia and Pacific,Transport
P058844,5,1,East Asia and Pacific,Transport
P058845,5,1,East Asia and Pacific,Transport
P058846,5,1,East Asia and Pacific,Transport
P058847,5,1,East Asia and Pacific,Transport
P058877,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P058898,3,0,Europe and Central Asia,Water
P058969,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P059055,5,0,Europe and Central Asia,"Urban, Resilience and Land"
P059073,2,0,Eastern and Southern Africa,Water
P059127,4,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P059143,5,1,South Asia,"Finance, Competitiveness and Innovation"
P059149,5,1,South Asia,"Macroeconomics, Trade and Investment"
P059161,6,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P059223,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P059242,5,1,South Asia,"Urban, Resilience and Land"
P059305,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P059323,5,0,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P059477,4,1,East Asia and Pacific,"Health, Nutrition & Population"
P059481,5,1,South Asia,Transport
P059501,3,1,South Asia,"Macroeconomics, Trade and Investment"
P059510,5,1,Latin America and Caribbean,Water
P059565,2,1,Latin America and Caribbean,Education
P059566,2,0,Latin America and Caribbean,Education
P059663,4,0,East Asia and Pacific,Transport
P059755,2,0,Europe and Central Asia,Governance
P059763,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P059803,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P059864,5,1,East Asia and Pacific,Transport
P059872,3,0,Europe and Central Asia,Education
P059930,2,0,East Asia and Pacific,"Urban, Resilience and Land"
P059931,3,0,East Asia and Pacific,Water
P059936,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P059971,5,1,East Asia and Pacific,Education
P060005,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P060029,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P060092,1,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P060132,6,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P060221,4,0,Latin America and Caribbean,Transport
P060258,2,0,East Asia and Pacific,Governance
P060270,1,0,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P060329,3,0,Western and Central Africa,"Health, Nutrition & Population"
P060330,5,1,East Asia and Pacific,Energy & Extractives
P060392,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P060434,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P060474,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P060484,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
