subsection|variable_name|year_from|year_to|polity_name|polity_new_ID|polity_old_ID|value_from|value_to|confidence|is_disputed|is_uncertain|expert_checked|DRB_reviewed
Information|non_phonetic_writing|||Fipa|tz_milansi_k|Milansi|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Bugesera|rw_bugesera_k|Bugesera|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Nkore|ug_nkore_k_2|Classical Nkore|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Buhaya|tz_buhayo_k|Buhaya|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Kaabu|gm_kaabu_emp|gm_kaabu_emp|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Early Cholas|in_cholas_1|in_cholas_1|absent||Confident|False|False|False|False
Information|non_phonetic_writing|||Late Pallava Empire|in_pallava_emp_2|in_pallava_emp_2|absent||Confident|False|False|False|False
Information|non_phonetic_writing|||Kalabhra Dynasty|in_kalabhra_dyn|in_kalabhra_dyn|absent||Confident|False|False|False|False
Information|non_phonetic_writing|||Futa Jallon|gu_futa_jallon|gu_futa_jallon|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Pre-Sape Sierra Leone|si_pre_sape|si_pre_sape|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Sape|si_sape|si_sape|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Whydah|ni_whydah_k|ni_whydah_k|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Hausa bakwai|ni_hausa_k|ni_hausa_k|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Anglo-Saxon England I|gb_anglo_saxon_1|gb_anglo_saxon|A~P||Confident|False|False|False|
Information|non_phonetic_writing|||Bulgaria - Early|bg_bulgaria_early|BgErBlg|uncoded||Undecided|False|False|False|
Information|non_phonetic_writing|||Benin Empire|ni_benin_emp|ni_benin_emp|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Kingdom of Jolof|se_jolof_k|se_jolof_k|absent||Inferred|False|False|False|
Information|non_phonetic_writing|||Dutch Empire|nl_dutch_emp_1|nl_dutch_emp_1|present||Confident|False|False|False|False
Information|non_phonetic_writing|||Plantagenet England|gb_england_plantagenet|gb_england_plantagenet|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Lombard Kingdom|it_lombard_k|ItLombr|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Chaco Canyon - Late Bonito phase|us_chaco_bonito_3|us_chaco_bonito_3|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Antebellum US|us_antebellum|us_antebellum|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Late Classic Tikal|gt_tikal_late_classic|gt_tikal_late_classic|present||Confident|False|False|False|
Information|non_phonetic_writing|||England Tudor-Stuart|gb_tudor_stuart|GBEnglK|present||Confident|False|False|False|
Information|non_phonetic_writing|||Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|present||Confident|False|False|False|
Information|non_phonetic_writing|||Hohokam Culture|us_hohokam_culture|us_hohokam_culture|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Austria - Habsburg Dynasty I|at_habsburg_1|at_habsburg_1|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Golden Horde|ru_golden_horde|ru_golden_horde|present||Confident|False|False|False|
Information|non_phonetic_writing|||Saffarid Caliphate|ir_saffarid_emp|IrSaffr|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Kingdom of Hawaii - Post-Kamehameha Period|us_hawaii_k|USHawai|present||Confident|False|False|False|
Information|non_phonetic_writing|||Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|absent||Confident|False|False|False|
Information|non_phonetic_writing|||British Empire I|gb_british_emp_1|gb_british_emp_1|A~P||Confident|False|False|False|
Information|non_phonetic_writing|||Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|absent||Confident|False|False|False|False
Information|non_phonetic_writing|||British Empire II|gb_british_emp_2|gb_british_emp_2|present||Confident|False|False|False|
Information|non_phonetic_writing|||Bulgaria - Middle|bg_bulgaria_medieval|BgMdBlg|uncoded||Undecided|False|False|False|
Information|non_phonetic_writing|||Middle Greater Coclé|pa_cocle_2|PaCocl2|absent||Confident|False|False|False|
Information|non_phonetic_writing|||Numidia|dz_numidia|DzNumid|uncoded||Undecided|False|False|False|
Information|non_phonetic_writing|||Tuyuhun|cn_tuyuhun|CnTuyhn|uncoded||Undecided|False|False|False|
Information|non_phonetic_writing|||Xixia|cn_xixia|CnXixia|uncoded||Undecided|False|False|False|
Information|non_phonetic_writing|||Naqada II|eg_naqada_2|EgNaqa2|present||Inferred|False|False|True|
Information|non_phonetic_writing|||Egypt - Dynasty 0|eg_naqada_3|EgNaqa3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Chuuk - Early Truk|fm_truk_1|FmTrukE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||La Tene B2-C1|fr_la_tene_b2_c1|FrTeneB|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Hawaii II|us_hawaii_2|Hawaii2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Hawaii III|us_hawaii_3|Hawaii3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kadamba Empire|in_kadamba_emp|InKadam|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kampili Kingdom|in_kampili_k|InKampi|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Isin-Larsa|iq_isin_larsa|IqIsinL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Neo-Babylonian Empire|iq_neo_babylonian_emp|IqNeoBb|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Achaemenid Empire|ir_achaemenid_emp|IrAchae|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Susiana - Muhammad Jaffar|ir_susiana_archaic|IrArcha|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Bazi Dynasty|iq_bazi_dyn|IqBazi*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Dynasty of E|iq_dynasty_e|IqDynE*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Second Dynasty of Isin|iq_isin_dynasty2|IqIsin2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Ak Koyunlu|ir_ak_koyunlu|IrAkKoy|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Buyid Confederation|ir_buyid_confederation|IrBuyid|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Ilkhanate|ir_il_khanate|IrIlkhn|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam - Shutrukid Period|ir_elam_7|IrMElm3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam I|ir_neo_elam_1|IrNElm1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||La Tene C2-D|fr_la_tene_c2_d|FrTeneC|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||French Kingdom - Early Valois|fr_valois_k_1|FrValoE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||French Kingdom - Late Valois|fr_valois_k_2|FrValoL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Abbasid Caliphate II|iq_abbasid_cal_2|IqAbbs2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||La Tene A-B1|fr_la_tene_a_b1|FrTeneA|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Greco-Bactrian Kingdom|af_greco_bactrian_k|AfGrBct|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Hephthalite Empire|af_hephthalite_emp|AfHepht|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kushan Empire|af_kushan_emp|AfKushn|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Jin Dynasty|cn_later_great_jin|CnLrJin|present||Confident|False|False|True|
Information|non_phonetic_writing|||Western Han Empire|cn_western_han_dyn|CnWHan*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Ayyubid Sultanate|eg_ayyubid_sultanate|EgAyyub|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Badarian|eg_badarian|EgBadar|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|EgMamBh|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Mamluk Sultanate II|eg_mamluk_sultanate_2|EgMamCP|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Ptolemaic Kingdom I|eg_ptolemaic_k_1|EgPtol1|present||Confident|False|False|True|
Information|non_phonetic_writing|||Ptolemaic Kingdom II|eg_ptolemaic_k_2|EgPtol2|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Tulunid-Ikhshidid Period|eg_thulunid_ikhshidid|EgTulIk|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Spanish Empire I|es_spanish_emp_1|EsHabsb|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Beaker Culture|fr_beaker_eba|FrBeakr|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||French Kingdom - Early Bourbon|fr_bourbon_k_1|FrBurbE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Carolingian Empire I|fr_carolingian_emp_1|FrCarlE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Hallstatt A-B1|fr_hallstatt_a_b1|FrHallA|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Hallstatt B2-3|fr_hallstatt_b2_3|FrHallB|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Hallstatt C|fr_hallstatt_c|FrHallC|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Hallstatt D|fr_hallstatt_d|FrHallD|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Kalingga Kingdom|id_kalingga_k|IdKalin|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kediri Kingdom|id_kediri_k|IdKedir|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Majapahit Kingdom|id_majapahit_k|IdMajap|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Mataram Sultanate|id_mataram_k|IdMatrm|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Medang Kingdom|id_medang_k|IdMedng|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kingdom of Ayodhya|in_ayodhya_k|InAyodE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Deccan - Iron Age|in_deccan_ia|InDecIA|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Deccan - Neolithic|in_deccan_nl|InDecNL|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Gahadavala Dynasty|in_gahadavala_dyn|InGhdvl|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Western Jin|cn_western_jin_dyn|CnErJin|present||Confident|False|False|True|
Information|non_phonetic_writing|||Jin|cn_jin_spring_and_autumn|CnJinSA|present||Confident|False|False|True|
Information|non_phonetic_writing|||Great Ming|cn_ming_dyn|CnMing*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Northern Song|cn_northern_song_dyn|CnNSong|present||Confident|False|False|True|
Information|non_phonetic_writing|||Northern Wei|cn_northern_wei_dyn|CnNWei*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Early Qing|cn_qing_dyn_1|CnQingE|present||Confident|False|False|True|
Information|non_phonetic_writing|||Sui Dynasty|cn_sui_dyn|CnSui**|present||Confident|False|False|True|
Information|non_phonetic_writing|||Tang Dynasty I|cn_tang_dyn_1|CnTangE|present||Confident|False|False|True|
Information|non_phonetic_writing|||Tang Dynasty II|cn_tang_dyn_2|CnTangL|present||Confident|False|False|True|
Information|non_phonetic_writing|||Early Wei Dynasty|cn_wei_dyn_warring_states|CnWeiWS|present||Confident|False|False|True|
Information|non_phonetic_writing|||Western Zhou|cn_western_zhou_dyn|CnWZhou|present||Confident|False|False|True|
Information|non_phonetic_writing|||Great Yuan|cn_yuan_dyn|CnYuan*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Dynasty I|eg_dynasty_1|EgDyn1*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Dynasty II|eg_dynasty_2|EgDyn2*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Inter-Occupation Period|eg_inter_occupation|EgIntOc|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Middle Kingdom|eg_middle_k|EgMidKg|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - New Kingdom Ramesside Period|eg_new_k_2|EgNKRam|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - New Kingdom Thutmosid Period|eg_new_k_1|EgNKThu|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Late Old Kingdom|eg_old_k_2|EgOldK2|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Period of the Regions|eg_regions|EgRegns|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Saite Period|eg_saite|EgSaite|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Thebes-Hyksos Period|eg_thebes_hyksos|EgThebH|present||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Thebes-Libyan Period|eg_thebes_libyan|EgThebL|present||Confident|False|False|True|
Information|non_phonetic_writing|||Atlantic Complex|fr_atlantic_complex|FrAtlBA|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||French Kingdom - Late Bourbon|fr_bourbon_k_2|FrBurbL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Proto-French Kingdom|fr_capetian_k_1|FrCaptE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||French Kingdom - Late Capetian|fr_capetian_k_2|FrCaptL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Early Merovingian|fr_merovingian_emp_1|FrMervE|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Proto-Carolingian|fr_merovingian_emp_3|FrMervL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Middle Merovingian|fr_merovingian_emp_2|FrMervM|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Akkadian Empire|iq_akkad_emp|IqAkkad|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam II|ir_neo_elam_2|IrNElm2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam III|ir_neo_elam_3|IrNElm3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Parthian Empire I|ir_parthian_emp_1|IrPart1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Parthian Empire II|iq_parthian_emp_2|IrPart2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Safavid Empire|ir_safavid_emp|IrSafvd|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Sasanid Empire I|ir_sassanid_emp_1|IrSasn1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Sasanid Empire II|ir_sassanid_emp_2|IrSasn2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Seleucid Empire|ir_seleucid_emp|IrSeleu|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Seljuk Sultanate|ir_seljuk_sultanate|IrSeljq|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam - Shimashki Period|ir_elam_2|IrShima|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam - Late Sukkalmah|ir_elam_4|IrSukkL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Latium - Iron Age|it_latium_ia|ItLatIA|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Ostrogothic Kingdom|it_ostrogoth_k|ItOstrg|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Papal States - High Medieval Period|it_papal_state_1|ItPapHM|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Papal States - Early Modern Period I|it_papal_state_3|ItPapM1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Papal States - Early Modern Period II|it_papal_state_4|ItPapM2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Papal States - Renaissance Period|it_papal_state_2|ItPapRn|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Exarchate of Ravenna|it_ravenna_exarchate|ItRav**|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Early Roman Republic|it_roman_rep_1|ItRomER|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Late Roman Republic|it_roman_rep_3|ItRomLR|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Middle Roman Republic|it_roman_rep_2|ItRomMR|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Roman Empire - Principate|it_roman_principate|ItRomPr|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Western Roman Empire - Late Antiquity|it_western_roman_emp|ItRomWe|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Republic of St Peter I|it_st_peter_rep_1|ItStPet|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kara-Khanids|kg_kara_khanid_dyn|KgKarKh|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Western Turk Khaganate|kg_western_turk_khaganate|KgWTurk|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Magadha - Sunga Empire|in_sunga_emp|InSunga|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Neo-Assyrian Empire|iq_neo_assyrian_emp|IqNAssr|present||Confident|False|False|True|
Information|non_phonetic_writing|||Susiana B|ir_susiana_b|IrKhzEM|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Susiana - Early Ubaid|ir_susiana_ubaid_1|IrKhzM*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Latium - Bronze Age|it_latium_ba|ItLatBA|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Warring States Japan|jp_sengoku_jidai|JpSengk|present||Confident|False|False|True|
Information|non_phonetic_writing|||Late Mongols|mn_mongol_late|MnMongL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Second Turk Khaganate|mn_turk_khaganate_2|MnTurk2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Uigur Khaganate|mn_uygur_khaganate|MnUigur|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Inca Empire|pe_inca_emp|PeInca*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Indo-Greek Kingdom|pk_indo_greek_k|PkIndGr|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Kachi Plain - Proto-Historic Period|pk_kachi_proto_historic|PkProto|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Sind - Samma Dynasty|pk_samma_dyn|PkSind2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Umayyad Caliphate|sy_umayyad_cal|SyCalUm|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Fatimid Caliphate|tn_fatimid_cal|TnFatim|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Konya Plain - Early Bronze Age|tr_konya_eba|TrBrzER|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Byzantine Empire I|tr_byzantine_emp_1|TrByzM1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Konya Plain - Early Chalcolithic|tr_konya_eca|TrClcER|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Konya Plain - Late Chalcolithic|tr_konya_lca|TrClcLT|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Hatti - Old Kingdom|tr_hatti_old_k|TrHatOK|present||Confident|False|False|True|
Information|non_phonetic_writing|||Kingdom of Lydia|tr_lydia_k|TrLydia|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Lysimachus Kingdom|tr_lysimachus_k|TrLysim|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Roman Empire - Dominate|tr_roman_dominate|TrRomDm|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Chagatai Khanate|uz_chagatai_khanate|UzChagt|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Khanate of Bukhara|uz_janid_dyn|UzJanid|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Samanid Empire|uz_samanid_emp|UzSamnd|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Sogdiana - City-States Period|uz_sogdiana_city_states|UzSogdi|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Timurid Empire|uz_timurid_emp|UzTimur|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Eastern Han Empire|cn_eastern_han_dyn|CnEHan*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Erligang|cn_erligang|CnErlig|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Late Shang|cn_late_shang_dyn|CnShang|present||Confident|False|False|True|
Information|non_phonetic_writing|||Magadha - Maurya Empire|in_mauryan_emp|InMaury|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Early Xiongnu|mn_hunnu_early|MnXngnE|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Later Wagadu Empire|mr_wagadu_3|MrWagdL|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Monte Alban IIIB and IV|mx_monte_alban_3_b_4|MxAlb3B|present||Confident|False|False|True|
Information|non_phonetic_writing|||Cuzco - Early Intermediate I|pe_cuzco_2|PeCuzE1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Cuzco - Late Formative|pe_cuzco_1|PeCuzLF|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kachi Plain - Ceramic Neolithic|pk_kachi_lnl|PkCeraN|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kachi Plain - Pre-Urban Period|pk_kachi_pre_urban|PkPreUr|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Egypt - Kushite Period|eg_kushite|SdKusht|present||Confident|False|False|True|
Information|non_phonetic_writing|||Byzantine Empire III|tr_byzantine_emp_3|TrByzM3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Hatti - New Kingdom|tr_hatti_new_k|TrHatNK|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Rum Sultanate|tr_rum_sultanate|TrRum**|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kingdom of Hawaii - Kamehameha Period|us_kamehameha_k|USKameh|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Yemen - Era of Warlords|ye_warlords|YeWarLd|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Yemen Ziyadid Dynasty|ye_ziyad_dyn|YeZiyad|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Neguanje|co_neguanje|CoNahua|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Naqada I|eg_naqada_1|EgNaqa1|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Formative Period|ir_susiana_formative|IrForma|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Susiana A|ir_susiana_a|IrKhzE*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Susiana - Late Ubaid|ir_susiana_ubaid_2|IrKhzL*|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Elam - Kidinuid Period|ir_elam_5|IrMElm1|present||Confident|False|False|True|
Information|non_phonetic_writing|||Pre-Ceramic Period|ir_susiana_pre_ceramic|IrPrCer|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Susa I|ir_susa_1|IrSusa1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Latium - Copper Age|it_latium_ca|ItLatCA|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Ashikaga Shogunate|jp_ashikaga|JpAshik|present||Confident|False|False|True|
Information|non_phonetic_writing|||Asuka|jp_asuka|JpAsuka|present||Confident|False|False|True|
Information|non_phonetic_writing|||Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Late Cappadocia|tr_cappadocia_2|TrCappL|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Japan - Azuchi-Momoyama|jp_azuchi_momoyama|JpAzMom|present||Confident|False|False|True|
Information|non_phonetic_writing|||Heian|jp_heian|JpHeian|present||Confident|False|False|True|
Information|non_phonetic_writing|||Kamakura Shogunate|jp_kamakura|JpKamak|present||Confident|False|False|True|
Information|non_phonetic_writing|||Magadha|in_magadha_k|InMagad|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Mahajanapada era|in_mahajanapada|InMahaJ|unknown||Suspected|False|False|True|
Information|non_phonetic_writing|||Tokugawa Shogunate|jp_tokugawa_shogunate|JpTokgw|present||Confident|False|False|True|
Information|non_phonetic_writing|||Kansai - Yayoi Period|jp_yayoi|JpYayoi|present||Inferred|False|False|True|
Information|non_phonetic_writing|||Jenne-jeno I|ml_jenne_jeno_1|MlJeJe1|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Jenne-jeno II|ml_jenne_jeno_2|MlJeJe2|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Jenne-jeno III|ml_jenne_jeno_3|MlJeJe3|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Jenne-jeno IV|ml_jenne_jeno_4|MlJeJe4|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Ancient Khwarazm|uz_khwarasm_1|UzKhw01|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Mali Empire|ml_mali_emp|MlMali*|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Songhai Empire - Askiya Dynasty|ml_songhai_2|MlSong2|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Eastern Turk Khaganate|mn_turk_khaganate_1|MnETurk|present||Confident|False|False|True|
Information|non_phonetic_writing|||Khitan I|mn_khitan_1|MnKhitn|present||Inferred|False|False|True|
Information|non_phonetic_writing|||Late Xiongnu|mn_hunnu_late|MnXngnL|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Kachi Plain - Chalcolithic|pk_kachi_ca|PkChalc|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Kachi Plain - Post-Urban Period|pk_kachi_post_urban|PkPostU|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Xiongnu Imperial Confederation|mn_hunnu_emp|MnXngnM|absent||Inferred|False|False|True|
Information|non_phonetic_writing|||Middle Wagadu Empire|mr_wagadu_2|MrWagdM|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Early Monte Alban I|mx_monte_alban_1_early|MxAlb1E|present||Confident|False|False|True|
Information|non_phonetic_writing|||Monte Alban Late I|mx_monte_alban_1_late|MxAlb1L|present||Confident|False|False|True|
Information|non_phonetic_writing|||Monte Alban II|mx_monte_alban_2|MxAlb2*|present||Confident|False|False|True|
Information|non_phonetic_writing|||Monte Alban III|mx_monte_alban_3_a|MxAlb3A|present||Confident|False|False|True|
Information|non_phonetic_writing|||Oaxaca - Rosario|mx_rosario|MxRosar|present||Confident|False|False|True|
Information|non_phonetic_writing|||Oaxaca - San Jose|mx_san_jose|MxSanGu|absent||Confident|False|False|True|
Information|non_phonetic_writing|||Oaxaca - Tierras Largas|mx_tierras_largas|MxTieLa|absent||Confident|False|False|True|
